sentence-id,word-id,sentence,word,options,selected-index
2,10,আশা আৰু আত্মবিশ্বাসেৰে আমি মানৱজাতিৰ ইতিহাসত এক অনন্য পৰীক্ষা-নিৰীক্ষা আৰম্ভ কৰিলো ।,কৰিলো,"[[['কৰ', 'Verb-Trans.'], ['িলো', 'past-1']], [['কৰ', 'Verb-Trans.'], ['িল', 'past-3a'], ['ো', 'emph']]]",0.0
2,11,আশা আৰু আত্মবিশ্বাসেৰে আমি মানৱজাতিৰ ইতিহাসত এক অনন্য পৰীক্ষা-নিৰীক্ষা আৰম্ভ কৰিলো ।,।,"[[['।', 'symbol']]]",0.0
3,0,এনেকুৱা ঘটনা আমি প্ৰায় দেখো ।,এনেকুৱা,"[[['এনেকুৱা', 'Proper Adj.']]]",0.0
3,1,এনেকুৱা ঘটনা আমি প্ৰায় দেখো ।,ঘটনা,"[[['ঘটনা', 'Abstract Noun']], [['ঘটন', 'Abstract Noun'], ['া', 'derivational'], ['', 'Abstract Noun']], [['ঘট', 'Material Noun'], ['ন', 'Proper Adj.'], ['া', 'derivational'], ['', 'Abstract Noun']]]",0.0
3,2,এনেকুৱা ঘটনা আমি প্ৰায় দেখো ।,আমি,"[[['আমি', 'Pronoun'], ['', 'abs']]]",0.0
3,3,এনেকুৱা ঘটনা আমি প্ৰায় দেখো ।,প্ৰায়,"[[['প্ৰায়', 'Proper Adj.']]]",0.0
3,4,এনেকুৱা ঘটনা আমি প্ৰায় দেখো ।,দেখো,"[[['দেখ', 'Verb-Intran.'], ['ো', 'present-1']]]",0.0
3,5,এনেকুৱা ঘটনা আমি প্ৰায় দেখো ।,।,"[[['।', 'symbol']]]",0.0
4,0,নতুনকৈ কলেজত ভৰ্তি হোৱা মোৰ ভাইটোৰো ভাল বন্ধু হৈ পৰিছিল সি ।,নতুনকৈ,"[[['নতুনকৈ', 'Adverb']], [['নতুন', 'Proper Adj.'], ['কৈ', 'manner']], [['নতুন', 'Proper Adj.'], ['কৈ', 'derivational'], ['', 'Adverb']]]",2.0
4,1,নতুনকৈ কলেজত ভৰ্তি হোৱা মোৰ ভাইটোৰো ভাল বন্ধু হৈ পৰিছিল সি ।,কলেজত,"[[['কলেজ', 'Abstract Noun'], ['ত', 'loc']]]",0.0
4,2,নতুনকৈ কলেজত ভৰ্তি হোৱা মোৰ ভাইটোৰো ভাল বন্ধু হৈ পৰিছিল সি ।,ভৰ্তি,"[[['ভৰ্তি', 'Proper Adj.']]]",0.0
4,3,নতুনকৈ কলেজত ভৰ্তি হোৱা মোৰ ভাইটোৰো ভাল বন্ধু হৈ পৰিছিল সি ।,হোৱা,"[[['হোৱা', 'Verb-Intran.']], [['হ', 'Verb-Intran.'], ['োৱা', 'adj_comp']]]",1.0
4,4,নতুনকৈ কলেজত ভৰ্তি হোৱা মোৰ ভাইটোৰো ভাল বন্ধু হৈ পৰিছিল সি ।,মোৰ,"[[['মোৰ', 'Abstract Noun']], [['মোৰ', 'Pronoun'], ['', 'gen']]]",1.0
4,5,নতুনকৈ কলেজত ভৰ্তি হোৱা মোৰ ভাইটোৰো ভাল বন্ধু হৈ পৰিছিল সি ।,ভাইটোৰো,"[[['ভাই', 'Common Noun'], ['টো', 'number'], ['ৰ', 'gen'], ['ো', 'emph']]]",0.0
4,6,নতুনকৈ কলেজত ভৰ্তি হোৱা মোৰ ভাইটোৰো ভাল বন্ধু হৈ পৰিছিল সি ।,ভাল,"[[['ভাল', 'Proper Adj.']], [['ভা', 'Abstract Noun'], ['ল', 'derivational'], ['', 'Material Noun']]]",0.0
4,7,নতুনকৈ কলেজত ভৰ্তি হোৱা মোৰ ভাইটোৰো ভাল বন্ধু হৈ পৰিছিল সি ।,বন্ধু,"[[['বন্ধু', 'Common Noun']], [['বন্ধ', 'Abstract Noun'], ['ু', 'derivational'], ['', 'Material Noun']], [['বন্ধ', 'Proper Adj.'], ['ু', 'derivational'], ['', 'Material Noun']], [['বন্ধ', 'Verbal Adj.'], ['ু', 'derivational'], ['', 'Common Noun']]]",0.0
4,8,নতুনকৈ কলেজত ভৰ্তি হোৱা মোৰ ভাইটোৰো ভাল বন্ধু হৈ পৰিছিল সি ।,হৈ,"[[['হৈ', 'Adposition']], [['হ', 'Verb-Intran.'], ['ৈ', 'after_comp']]]",1.0
4,9,নতুনকৈ কলেজত ভৰ্তি হোৱা মোৰ ভাইটোৰো ভাল বন্ধু হৈ পৰিছিল সি ।,পৰিছিল,"[[['পৰ', 'Verb-Intran.'], ['িছিল', 'past-2f']], [['পৰ', 'Verb-Intran.'], ['িছিল', 'past-3a']]]",1.0
4,10,নতুনকৈ কলেজত ভৰ্তি হোৱা মোৰ ভাইটোৰো ভাল বন্ধু হৈ পৰিছিল সি ।,সি,"[[['সি', 'Pronoun'], ['', 'abs']]]",0.0
4,11,নতুনকৈ কলেজত ভৰ্তি হোৱা মোৰ ভাইটোৰো ভাল বন্ধু হৈ পৰিছিল সি ।,।,"[[['।', 'symbol']]]",0.0
5,0,সেই পৰিয়ালটোত দুটা ল'ৰা আছিল ।,সেই,"[[['সেই', 'Pronoun']]]",0.0
5,1,সেই পৰিয়ালটোত দুটা ল'ৰা আছিল ।,পৰিয়ালটোত,"[[['পৰিয়াল', 'Abstract Noun'], ['টো', 'number'], ['ত', 'loc']]]",0.0
5,2,সেই পৰিয়ালটোত দুটা ল'ৰা আছিল ।,দুটা,"[[['দুটা', 'Proper Adj.']], [['দু', 'numerical'], ['টা', 'number']], [['দ', 'Proper Adj.'], ['ু', 'derivational'], ['', 'Material Noun'], ['টা', 'number']]]",1.0
5,3,সেই পৰিয়ালটোত দুটা ল'ৰা আছিল ।,ল'ৰা,"[[[""ল'ৰা"", 'Common Noun']]]",0.0
5,4,সেই পৰিয়ালটোত দুটা ল'ৰা আছিল ।,আছিল,"[[['আছ', 'Verb-Intran.'], ['িল', 'past-3a']]]",0.0
5,5,সেই পৰিয়ালটোত দুটা ল'ৰা আছিল ।,।,"[[['।', 'symbol']]]",0.0
6,0,এটা সমষ্টিত নিৰ্দলীয় নতুবা অইন বেলেগ প্ৰাৰ্থী জিকিব ।,এটা,"[[['এটা', 'Adposition']], [['এ', 'Abstract Noun'], ['টা', 'number']], [['এ', 'numerical'], ['টা', 'number']]]",2.0
6,1,এটা সমষ্টিত নিৰ্দলীয় নতুবা অইন বেলেগ প্ৰাৰ্থী জিকিব ।,সমষ্টিত,"[[['সমষ্টি', 'Abstract Noun'], ['ত', 'loc']]]",0.0
6,2,এটা সমষ্টিত নিৰ্দলীয় নতুবা অইন বেলেগ প্ৰাৰ্থী জিকিব ।,নিৰ্দলীয়,"[[['নিৰ্দলীয়', 'Proper Adj.']]]",0.0
6,3,এটা সমষ্টিত নিৰ্দলীয় নতুবা অইন বেলেগ প্ৰাৰ্থী জিকিব ।,নতুবা,"[[['নতুবা', 'Conjuction']], [['নতু', 'Conjuction'], ['বা', 'emph']]]",0.0
6,4,এটা সমষ্টিত নিৰ্দলীয় নতুবা অইন বেলেগ প্ৰাৰ্থী জিকিব ।,অইন,"[[['অইন', 'Pronoun']]]",0.0
6,5,এটা সমষ্টিত নিৰ্দলীয় নতুবা অইন বেলেগ প্ৰাৰ্থী জিকিব ।,বেলেগ,"[[['বেলেগ', 'Pronoun']], [['বেলেগ', 'Proper Adj.']]]",1.0
6,6,এটা সমষ্টিত নিৰ্দলীয় নতুবা অইন বেলেগ প্ৰাৰ্থী জিকিব ।,প্ৰাৰ্থী,"[[['প্ৰাৰ্থী', 'Common Noun']]]",0.0
6,7,এটা সমষ্টিত নিৰ্দলীয় নতুবা অইন বেলেগ প্ৰাৰ্থী জিকিব ।,জিকিব,"[[['জিক', 'Verb-Intran.'], ['িব', 'future-2f']], [['জিক', 'Verb-Intran.'], ['িব', 'future-3a']]]",1.0
6,8,এটা সমষ্টিত নিৰ্দলীয় নতুবা অইন বেলেগ প্ৰাৰ্থী জিকিব ।,।,"[[['।', 'symbol']]]",0.0
7,0,ৰাইজে আমাক ৰাইজৰ সেৱা কৰিবলৈ সুবিধা কৰি দিছে ।,ৰাইজে,"[[['ৰাইজ', 'Abstract Noun'], ['ে', 'emph']], [['ৰাইজ', 'Abstract Noun'], ['ে', 'erg']]]",1.0
7,1,ৰাইজে আমাক ৰাইজৰ সেৱা কৰিবলৈ সুবিধা কৰি দিছে ।,আমাক,"[[['আমাক', 'Pronoun'], ['', 'acc']]]",0.0
7,2,ৰাইজে আমাক ৰাইজৰ সেৱা কৰিবলৈ সুবিধা কৰি দিছে ।,ৰাইজৰ,"[[['ৰাইজ', 'Abstract Noun'], ['ৰ', 'gen']]]",0.0
7,3,ৰাইজে আমাক ৰাইজৰ সেৱা কৰিবলৈ সুবিধা কৰি দিছে ।,সেৱা,"[[['সেৱা', 'Abstract Noun']], [['সেৱা', 'Verbal Noun']]]",1.0
7,4,ৰাইজে আমাক ৰাইজৰ সেৱা কৰিবলৈ সুবিধা কৰি দিছে ।,কৰিবলৈ,"[[['কৰ', 'Verb-Trans.'], ['িবলৈ', 'reason_comp']], [['কৰ', 'Abstract Noun'], ['ি', 'derivational'], ['', 'Abstract Noun'], ['বল', 'Proper Adj.'], ['ৈ', 'after_comp']]]",0.0
7,5,ৰাইজে আমাক ৰাইজৰ সেৱা কৰিবলৈ সুবিধা কৰি দিছে ।,সুবিধা,"[[['সুবিধা', 'Abstract Noun']]]",0.0
7,6,ৰাইজে আমাক ৰাইজৰ সেৱা কৰিবলৈ সুবিধা কৰি দিছে ।,কৰি,"[[['কৰ', 'Verb-Trans.'], ['ি', 'after_comp']], [['কৰ', 'Abstract Noun'], ['ি', 'derivational'], ['', 'Abstract Noun']]]",0.0
7,7,ৰাইজে আমাক ৰাইজৰ সেৱা কৰিবলৈ সুবিধা কৰি দিছে ।,দিছে,"[[['দ', 'Verbable'], ['িছে', 'present-2f']], [['দ', 'Verbable'], ['িছে', 'present-3a']]]",1.0
7,8,ৰাইজে আমাক ৰাইজৰ সেৱা কৰিবলৈ সুবিধা কৰি দিছে ।,।,"[[['।', 'symbol']]]",0.0
8,0,সদস্য পদটোত প্ৰাৰ্থীগৰাকীৰ বিজয়ৰ সম্পূৰ্ণ সম্ভাৱনা আছে ।,সদস্য,"[[['সদস্য', 'Common Noun']]]",0.0
8,1,সদস্য পদটোত প্ৰাৰ্থীগৰাকীৰ বিজয়ৰ সম্পূৰ্ণ সম্ভাৱনা আছে ।,পদটোত,"[[['পদ', 'Abstract Noun'], ['টো', 'number'], ['ত', 'loc']], [['পদ', 'Common Noun'], ['টো', 'number'], ['ত', 'loc']], [['পদ', 'Material Noun'], ['টো', 'number'], ['ত', 'loc']]]",0.0
8,2,সদস্য পদটোত প্ৰাৰ্থীগৰাকীৰ বিজয়ৰ সম্পূৰ্ণ সম্ভাৱনা আছে ।,প্ৰাৰ্থীগৰাকীৰ,"[[['প্ৰাৰ্থী', 'Common Noun'], ['গৰাকী', 'number'], ['ৰ', 'gen']]]",0.0
8,3,সদস্য পদটোত প্ৰাৰ্থীগৰাকীৰ বিজয়ৰ সম্পূৰ্ণ সম্ভাৱনা আছে ।,বিজয়ৰ,"[[['বিজয়', 'Abstract Noun'], ['ৰ', 'gen']], [['বি', 'Abstract Noun'], ['জয়', 'Abstract Noun'], ['ৰ', 'gen']]]",0.0
8,4,সদস্য পদটোত প্ৰাৰ্থীগৰাকীৰ বিজয়ৰ সম্পূৰ্ণ সম্ভাৱনা আছে ।,সম্পূৰ্ণ,"[[['সম্পূৰ্ণ', 'Proper Adj.']]]",0.0
8,5,সদস্য পদটোত প্ৰাৰ্থীগৰাকীৰ বিজয়ৰ সম্পূৰ্ণ সম্ভাৱনা আছে ।,সম্ভাৱনা,"[[['সম্ভাৱনা', 'Abstract Noun']]]",0.0
8,6,সদস্য পদটোত প্ৰাৰ্থীগৰাকীৰ বিজয়ৰ সম্পূৰ্ণ সম্ভাৱনা আছে ।,আছে,"[[['আছে', 'Interjection']], [['আছ', 'Verb-Intran.'], ['ে', 'present-3a']], [['আছ', 'Verb-Intran.'], ['ে', 'when_comp']]]",1.0
8,7,সদস্য পদটোত প্ৰাৰ্থীগৰাকীৰ বিজয়ৰ সম্পূৰ্ণ সম্ভাৱনা আছে ।,।,"[[['।', 'symbol']]]",0.0
9,0,ৰাজ্যৰ ৰাজনীতিত পাখি কটা হ'ল বিজেপিৰ বৰ্তমানৰ তিনিজন সাংসদৰ ।,ৰাজ্যৰ,"[[['ৰাজ্য', 'Abstract Noun'], ['ৰ', 'gen']], [['ৰাজ', 'Proper Adj.'], ['্য', 'derivational'], ['', 'Proper Adj.'], ['ৰ', 'gen']]]",0.0
9,1,ৰাজ্যৰ ৰাজনীতিত পাখি কটা হ'ল বিজেপিৰ বৰ্তমানৰ তিনিজন সাংসদৰ ।,ৰাজনীতিত,"[[['ৰাজনীতি', 'Abstract Noun'], ['ত', 'loc']]]",0.0
9,2,ৰাজ্যৰ ৰাজনীতিত পাখি কটা হ'ল বিজেপিৰ বৰ্তমানৰ তিনিজন সাংসদৰ ।,পাখি,"[[['পাখি', 'Material Noun']], [['পা', 'Abstract Noun'], ['খ', 'Abstract Noun'], ['ি', 'derivational'], ['', 'Abstract Noun']]]",0.0
9,3,ৰাজ্যৰ ৰাজনীতিত পাখি কটা হ'ল বিজেপিৰ বৰ্তমানৰ তিনিজন সাংসদৰ ।,কটা,"[[['কটা', 'Verb-Trans.']], [['কটা', 'Verbal Adj.']], [['কট', 'Verbable'], ['া', 'adj_comp']], [['কট', 'Verbable'], ['া', 'present-2n']]]",0.0
9,4,ৰাজ্যৰ ৰাজনীতিত পাখি কটা হ'ল বিজেপিৰ বৰ্তমানৰ তিনিজন সাংসদৰ ।,হ'ল,"[[[""হ'ল"", 'Verb-Trans.']], [['হ', 'Verb-Intran.'], [""'ল"", 'past-2a']], [['হ', 'Verb-Intran.'], [""'ল"", 'past-3a']]]",2.0
9,5,ৰাজ্যৰ ৰাজনীতিত পাখি কটা হ'ল বিজেপিৰ বৰ্তমানৰ তিনিজন সাংসদৰ ।,বিজেপিৰ,"[[['বিজেপি', 'Proper Noun'], ['ৰ', 'gen']]]",0.0
9,6,ৰাজ্যৰ ৰাজনীতিত পাখি কটা হ'ল বিজেপিৰ বৰ্তমানৰ তিনিজন সাংসদৰ ।,বৰ্তমানৰ,"[[['বৰ্তমান', 'Abstract Noun'], ['ৰ', 'gen']]]",0.0
9,7,ৰাজ্যৰ ৰাজনীতিত পাখি কটা হ'ল বিজেপিৰ বৰ্তমানৰ তিনিজন সাংসদৰ ।,তিনিজন,"[[['তিনি', 'Abstract Noun'], ['জন', 'number']], [['তিনি', 'Abstract Noun'], ['জ', 'derivational'], ['', 'Proper Adj.'], ['ন', 'Adverb']]]",0.0
9,8,ৰাজ্যৰ ৰাজনীতিত পাখি কটা হ'ল বিজেপিৰ বৰ্তমানৰ তিনিজন সাংসদৰ ।,সাংসদৰ,"[[['সাং', 'Abstract Noun'], ['সদৰ', 'Abstract Noun']], [['সাংসদ', 'Common Noun'], ['ৰ', 'gen']]]",1.0
9,9,ৰাজ্যৰ ৰাজনীতিত পাখি কটা হ'ল বিজেপিৰ বৰ্তমানৰ তিনিজন সাংসদৰ ।,।,"[[['।', 'symbol']]]",0.0
10,0,এইটো চিৰসেউজ ব্যৱসায় ।,এইটো,"[[['এইটো', 'Pronoun']], [['এই', 'Pronoun'], ['', 'abs'], ['টো', 'number']]]",1.0
10,1,এইটো চিৰসেউজ ব্যৱসায় ।,চিৰসেউজ,"[[['চিৰসেউজ', 'Proper Adj.']]]",0.0
10,2,এইটো চিৰসেউজ ব্যৱসায় ।,ব্যৱসায়,"[[['ব্যৱসায়', 'Abstract Noun']], [['ব্যৱসায়', 'Common Noun']]]",1.0
10,3,এইটো চিৰসেউজ ব্যৱসায় ।,।,"[[['।', 'symbol']]]",0.0
11,0,এই মন্তব্য কৃষক নেতা অখিল গগৈৰ ।,এই,"[[['এ', 'Abstract Noun'], ['ই', 'emph']], [['এ', 'Abstract Noun'], ['ই', 'erg']], [['এই', 'Pronoun'], ['', 'abs']]]",2.0
11,1,এই মন্তব্য কৃষক নেতা অখিল গগৈৰ ।,মন্তব্য,"[[['মন্তব্য', 'Abstract Noun']]]",0.0
11,2,এই মন্তব্য কৃষক নেতা অখিল গগৈৰ ।,কৃষক,"[[['কৃষক', 'Common Noun']]]",0.0
11,3,এই মন্তব্য কৃষক নেতা অখিল গগৈৰ ।,নেতা,"[[['নেতা', 'Common Noun']]]",0.0
11,4,এই মন্তব্য কৃষক নেতা অখিল গগৈৰ ।,অখিল,"[[['অখিল', 'Proper Adj.']]]",0.0
11,5,এই মন্তব্য কৃষক নেতা অখিল গগৈৰ ।,গগৈৰ,"[[['গগৈ', 'Proper Noun'], ['ৰ', 'gen']]]",0.0
11,6,এই মন্তব্য কৃষক নেতা অখিল গগৈৰ ।,।,"[[['।', 'symbol']]]",0.0
12,0,এইখন কিতাপ পঢ়াৰ পিছত মই স্বেচ্ছাই নিৰামিষাহাৰী হোৱা বুলি কব পাৰোঁ ।,এইখন,"[[['এই', 'Pronoun'], ['', 'abs'], ['খন', 'number']]]",0.0
12,1,এইখন কিতাপ পঢ়াৰ পিছত মই স্বেচ্ছাই নিৰামিষাহাৰী হোৱা বুলি কব পাৰোঁ ।,কিতাপ,"[[['কিতাপ', 'Material Noun']]]",0.0
12,2,এইখন কিতাপ পঢ়াৰ পিছত মই স্বেচ্ছাই নিৰামিষাহাৰী হোৱা বুলি কব পাৰোঁ ।,পঢ়াৰ,"[[['পঢ়া', 'Verbal Adj.'], ['ৰ', 'gen']], [['পঢ়', 'Verb-Trans.'], ['া', 'adj_comp'], ['ৰ', 'gen']]]",1.0
12,3,এইখন কিতাপ পঢ়াৰ পিছত মই স্বেচ্ছাই নিৰামিষাহাৰী হোৱা বুলি কব পাৰোঁ ।,পিছত,"[[['পিছত', 'Adverb']]]",0.0
12,4,এইখন কিতাপ পঢ়াৰ পিছত মই স্বেচ্ছাই নিৰামিষাহাৰী হোৱা বুলি কব পাৰোঁ ।,মই,"[[['মই', 'Pronoun'], ['', 'abs']]]",0.0
12,5,এইখন কিতাপ পঢ়াৰ পিছত মই স্বেচ্ছাই নিৰামিষাহাৰী হোৱা বুলি কব পাৰোঁ ।,স্বেচ্ছাই,"[[['স্বেচ্ছাই', 'Adverb']]]",0.0
12,6,এইখন কিতাপ পঢ়াৰ পিছত মই স্বেচ্ছাই নিৰামিষাহাৰী হোৱা বুলি কব পাৰোঁ ।,নিৰামিষাহাৰী,"[[['নিৰামিষাহাৰী', 'Common Noun']]]",0.0
12,7,এইখন কিতাপ পঢ়াৰ পিছত মই স্বেচ্ছাই নিৰামিষাহাৰী হোৱা বুলি কব পাৰোঁ ।,হোৱা,"[[['হোৱা', 'Verb-Intran.']], [['হ', 'Verb-Intran.'], ['োৱা', 'adj_comp']]]",1.0
12,8,এইখন কিতাপ পঢ়াৰ পিছত মই স্বেচ্ছাই নিৰামিষাহাৰী হোৱা বুলি কব পাৰোঁ ।,বুলি,"[[['বুলি', 'Conjuction']], [['বুল', 'Verb-Intran.'], ['ি', 'after_comp']]]",0.0
12,9,এইখন কিতাপ পঢ়াৰ পিছত মই স্বেচ্ছাই নিৰামিষাহাৰী হোৱা বুলি কব পাৰোঁ ।,কব,"[[['ক', 'Verb-Trans.'], ['ব', 'future-2f']], [['ক', 'Verb-Trans.'], ['ব', 'future-3a']]]",1.0
12,10,এইখন কিতাপ পঢ়াৰ পিছত মই স্বেচ্ছাই নিৰামিষাহাৰী হোৱা বুলি কব পাৰোঁ ।,পাৰোঁ,"[[['পাৰ', 'Verb-Intran.'], ['োঁ', 'present-1']], [['পাৰ', 'Verb-Trans.'], ['োঁ', 'present-1']]]",1.0
12,11,এইখন কিতাপ পঢ়াৰ পিছত মই স্বেচ্ছাই নিৰামিষাহাৰী হোৱা বুলি কব পাৰোঁ ।,।,"[[['।', 'symbol']]]",0.0
13,0,সকলোকে ইয়াৰ প্ৰয়োজন ।,সকলোকে,"[[['সকলো', 'Pronoun'], ['ক', 'acc'], ['ে', 'emph']]]",0.0
13,1,সকলোকে ইয়াৰ প্ৰয়োজন ।,ইয়াৰ,"[[['ইয়াৰ', 'Pronoun'], ['', 'gen']]]",0.0
13,2,সকলোকে ইয়াৰ প্ৰয়োজন ।,প্ৰয়োজন,"[[['প্ৰয়োজন', 'Proper Adj.']]]",0.0
13,3,সকলোকে ইয়াৰ প্ৰয়োজন ।,।,"[[['।', 'symbol']]]",0.0
14,0,যদি এই বিয়াৰ গুজৱ সত্য হয় তেনে পিতৃ-মাতৃ হিচাপে আমি অতিশয় সুখী হ'ম ।,যদি,"[[['যদি', 'Conjuction']]]",0.0
14,1,যদি এই বিয়াৰ গুজৱ সত্য হয় তেনে পিতৃ-মাতৃ হিচাপে আমি অতিশয় সুখী হ'ম ।,এই,"[[['এ', 'Abstract Noun'], ['ই', 'emph']], [['এ', 'Abstract Noun'], ['ই', 'erg']], [['এই', 'Pronoun'], ['', 'abs']]]",2.0
14,2,যদি এই বিয়াৰ গুজৱ সত্য হয় তেনে পিতৃ-মাতৃ হিচাপে আমি অতিশয় সুখী হ'ম ।,বিয়াৰ,"[[['বিয়া', 'Abstract Noun'], ['ৰ', 'gen']], [['ব', 'Verb-Intran.'], ['িয়া', 'adj_comp'], ['ৰ', 'gen']], [['ব', 'Verb-Trans.'], ['িয়া', 'adj_comp'], ['ৰ', 'gen']]]",0.0
14,3,যদি এই বিয়াৰ গুজৱ সত্য হয় তেনে পিতৃ-মাতৃ হিচাপে আমি অতিশয় সুখী হ'ম ।,গুজৱ,"[[['গুজৱ', 'Abstract Noun']]]",0.0
14,4,যদি এই বিয়াৰ গুজৱ সত্য হয় তেনে পিতৃ-মাতৃ হিচাপে আমি অতিশয় সুখী হ'ম ।,সত্য,"[[['সত্য', 'Abstract Noun']], [['সত্য', 'Proper Adj.']], [['সত', 'Abstract Noun'], ['্য', 'derivational'], ['', 'Abstract Noun']]]",0.0
14,5,যদি এই বিয়াৰ গুজৱ সত্য হয় তেনে পিতৃ-মাতৃ হিচাপে আমি অতিশয় সুখী হ'ম ।,হয়,"[[['হয়', 'Common Noun']], [['হয়', 'Interjection']], [['হ', 'Verb-Intran.'], ['য়', 'present-3a']]]",2.0
14,6,যদি এই বিয়াৰ গুজৱ সত্য হয় তেনে পিতৃ-মাতৃ হিচাপে আমি অতিশয় সুখী হ'ম ।,তেনে,"[[['তেনে', 'Adverb']], [['তেনে', 'Pronoun']], [['ত', 'Adposition'], ['ে', 'emph'], ['নে', 'emph']]]",1.0
