sentence-id,word-id,sentence,word,features
9,7,ৰাজ্যৰ ৰাজনীতিত পাখি কটা হ'ল বিজেপিৰ বৰ্তমানৰ তিনিজন সাংসদৰ ।,তিনিজন,Abstract Noun;Noun;number;sg
9,8,ৰাজ্যৰ ৰাজনীতিত পাখি কটা হ'ল বিজেপিৰ বৰ্তমানৰ তিনিজন সাংসদৰ ।,সাংসদৰ,Common Noun;Noun;gen
9,9,ৰাজ্যৰ ৰাজনীতিত পাখি কটা হ'ল বিজেপিৰ বৰ্তমানৰ তিনিজন সাংসদৰ ।,।,end_sym
10,0,এইটো চিৰসেউজ ব্যৱসায় ।,এইটো,Pronoun;abs;n;number;p3;sg
10,1,এইটো চিৰসেউজ ব্যৱসায় ।,চিৰসেউজ,Adjective;Proper Adj.
10,2,এইটো চিৰসেউজ ব্যৱসায় ।,ব্যৱসায়,Common Noun;Noun
10,3,এইটো চিৰসেউজ ব্যৱসায় ।,।,end_sym
11,0,এই মন্তব্য কৃষক নেতা অখিল গগৈৰ ।,এই,Pronoun;abs;n;p3
11,1,এই মন্তব্য কৃষক নেতা অখিল গগৈৰ ।,মন্তব্য,Abstract Noun;Noun
11,2,এই মন্তব্য কৃষক নেতা অখিল গগৈৰ ।,কৃষক,Common Noun;Noun
11,3,এই মন্তব্য কৃষক নেতা অখিল গগৈৰ ।,নেতা,Common Noun;Noun
11,4,এই মন্তব্য কৃষক নেতা অখিল গগৈৰ ।,অখিল,Adjective;Proper Adj.
11,5,এই মন্তব্য কৃষক নেতা অখিল গগৈৰ ।,গগৈৰ,Noun;Proper Noun;gen
11,6,এই মন্তব্য কৃষক নেতা অখিল গগৈৰ ।,।,end_sym
12,0,এইখন কিতাপ পঢ়াৰ পিছত মই স্বেচ্ছাই নিৰামিষাহাৰী হোৱা বুলি কব পাৰোঁ ।,এইখন,Pronoun;abs;n;number;p3;sg
12,1,এইখন কিতাপ পঢ়াৰ পিছত মই স্বেচ্ছাই নিৰামিষাহাৰী হোৱা বুলি কব পাৰোঁ ।,কিতাপ,Material Noun;Noun
12,2,এইখন কিতাপ পঢ়াৰ পিছত মই স্বেচ্ছাই নিৰামিষাহাৰী হোৱা বুলি কব পাৰোঁ ।,পঢ়াৰ,Verb;Verb-Trans.;adj_comp;gen
12,3,এইখন কিতাপ পঢ়াৰ পিছত মই স্বেচ্ছাই নিৰামিষাহাৰী হোৱা বুলি কব পাৰোঁ ।,পিছত,Adverb
12,4,এইখন কিতাপ পঢ়াৰ পিছত মই স্বেচ্ছাই নিৰামিষাহাৰী হোৱা বুলি কব পাৰোঁ ।,মই,Pronoun;a;abs;p1
12,5,এইখন কিতাপ পঢ়াৰ পিছত মই স্বেচ্ছাই নিৰামিষাহাৰী হোৱা বুলি কব পাৰোঁ ।,স্বেচ্ছাই,Adverb
12,6,এইখন কিতাপ পঢ়াৰ পিছত মই স্বেচ্ছাই নিৰামিষাহাৰী হোৱা বুলি কব পাৰোঁ ।,নিৰামিষাহাৰী,Common Noun;Noun
12,7,এইখন কিতাপ পঢ়াৰ পিছত মই স্বেচ্ছাই নিৰামিষাহাৰী হোৱা বুলি কব পাৰোঁ ।,হোৱা,Verb;Verb-Intran.;adj_comp
12,8,এইখন কিতাপ পঢ়াৰ পিছত মই স্বেচ্ছাই নিৰামিষাহাৰী হোৱা বুলি কব পাৰোঁ ।,বুলি,Conjuction;Conjunction
12,9,এইখন কিতাপ পঢ়াৰ পিছত মই স্বেচ্ছাই নিৰামিষাহাৰী হোৱা বুলি কব পাৰোঁ ।,কব,Verb;Verb-Trans.;f;future;p3
12,10,এইখন কিতাপ পঢ়াৰ পিছত মই স্বেচ্ছাই নিৰামিষাহাৰী হোৱা বুলি কব পাৰোঁ ।,পাৰোঁ,Verb;Verb-Trans.;n;p1;present
12,11,এইখন কিতাপ পঢ়াৰ পিছত মই স্বেচ্ছাই নিৰামিষাহাৰী হোৱা বুলি কব পাৰোঁ ।,।,end_sym
13,0,সকলোকে ইয়াৰ প্ৰয়োজন ।,সকলোকে,Pronoun;acc;emph
13,1,সকলোকে ইয়াৰ প্ৰয়োজন ।,ইয়াৰ,Pronoun;gen;n;p3
13,2,সকলোকে ইয়াৰ প্ৰয়োজন ।,প্ৰয়োজন,Adjective;Proper Adj.
13,3,সকলোকে ইয়াৰ প্ৰয়োজন ।,।,end_sym
14,0,যদি এই বিয়াৰ গুজৱ সত্য হয় তেনে পিতৃ-মাতৃ হিচাপে আমি অতিশয় সুখী হ'ম ।,যদি,Conjuction;Conjunction
14,1,যদি এই বিয়াৰ গুজৱ সত্য হয় তেনে পিতৃ-মাতৃ হিচাপে আমি অতিশয় সুখী হ'ম ।,এই,Pronoun;abs;n;p3
14,2,যদি এই বিয়াৰ গুজৱ সত্য হয় তেনে পিতৃ-মাতৃ হিচাপে আমি অতিশয় সুখী হ'ম ।,বিয়াৰ,Abstract Noun;Noun;gen
14,3,যদি এই বিয়াৰ গুজৱ সত্য হয় তেনে পিতৃ-মাতৃ হিচাপে আমি অতিশয় সুখী হ'ম ।,গুজৱ,Abstract Noun;Noun
14,4,যদি এই বিয়াৰ গুজৱ সত্য হয় তেনে পিতৃ-মাতৃ হিচাপে আমি অতিশয় সুখী হ'ম ।,সত্য,Abstract Noun;Noun
14,5,যদি এই বিয়াৰ গুজৱ সত্য হয় তেনে পিতৃ-মাতৃ হিচাপে আমি অতিশয় সুখী হ'ম ।,হয়,Verb;Verb-Intran.;n;p3;present
14,6,যদি এই বিয়াৰ গুজৱ সত্য হয় তেনে পিতৃ-মাতৃ হিচাপে আমি অতিশয় সুখী হ'ম ।,তেনে,Pronoun
14,7,যদি এই বিয়াৰ গুজৱ সত্য হয় তেনে পিতৃ-মাতৃ হিচাপে আমি অতিশয় সুখী হ'ম ।,পিতৃ-মাতৃ,Common Noun;Noun
14,8,যদি এই বিয়াৰ গুজৱ সত্য হয় তেনে পিতৃ-মাতৃ হিচাপে আমি অতিশয় সুখী হ'ম ।,হিচাপে,Adverb
14,9,যদি এই বিয়াৰ গুজৱ সত্য হয় তেনে পিতৃ-মাতৃ হিচাপে আমি অতিশয় সুখী হ'ম ।,আমি,Pronoun;a;abs;p1
14,10,যদি এই বিয়াৰ গুজৱ সত্য হয় তেনে পিতৃ-মাতৃ হিচাপে আমি অতিশয় সুখী হ'ম ।,অতিশয়,Adjective;Proper Adj.
14,11,যদি এই বিয়াৰ গুজৱ সত্য হয় তেনে পিতৃ-মাতৃ হিচাপে আমি অতিশয় সুখী হ'ম ।,সুখী,Adjective;Proper Adj.
14,12,যদি এই বিয়াৰ গুজৱ সত্য হয় তেনে পিতৃ-মাতৃ হিচাপে আমি অতিশয় সুখী হ'ম ।,হ'ম,Verb;Verb-Intran.;f;future;p1
14,13,যদি এই বিয়াৰ গুজৱ সত্য হয় তেনে পিতৃ-মাতৃ হিচাপে আমি অতিশয় সুখী হ'ম ।,।,end_sym
15,0,কেন্দ্ৰই কয় যে সকলো ধৰ্মতে বিবাহৰ এক সামাজিক মহত্ত্ব আছে ।,কেন্দ্ৰই,Abstract Noun;Noun;erg
15,1,কেন্দ্ৰই কয় যে সকলো ধৰ্মতে বিবাহৰ এক সামাজিক মহত্ত্ব আছে ।,কয়,Verb;Verb-Trans.;n;p3;present
15,2,কেন্দ্ৰই কয় যে সকলো ধৰ্মতে বিবাহৰ এক সামাজিক মহত্ত্ব আছে ।,যে,Conjuction;Conjunction
15,3,কেন্দ্ৰই কয় যে সকলো ধৰ্মতে বিবাহৰ এক সামাজিক মহত্ত্ব আছে ।,সকলো,Pronoun
15,4,কেন্দ্ৰই কয় যে সকলো ধৰ্মতে বিবাহৰ এক সামাজিক মহত্ত্ব আছে ।,ধৰ্মতে,Abstract Noun;Noun;emph;loc
15,5,কেন্দ্ৰই কয় যে সকলো ধৰ্মতে বিবাহৰ এক সামাজিক মহত্ত্ব আছে ।,বিবাহৰ,Abstract Noun;Noun;gen
15,6,কেন্দ্ৰই কয় যে সকলো ধৰ্মতে বিবাহৰ এক সামাজিক মহত্ত্ব আছে ।,এক,Abstract Noun;Noun
15,7,কেন্দ্ৰই কয় যে সকলো ধৰ্মতে বিবাহৰ এক সামাজিক মহত্ত্ব আছে ।,সামাজিক,Adjective;Proper Adj.
15,8,কেন্দ্ৰই কয় যে সকলো ধৰ্মতে বিবাহৰ এক সামাজিক মহত্ত্ব আছে ।,মহত্ত্ব,Abstract Noun;Noun
15,9,কেন্দ্ৰই কয় যে সকলো ধৰ্মতে বিবাহৰ এক সামাজিক মহত্ত্ব আছে ।,আছে,Verb;Verb-Intran.;n;p3;present
15,10,কেন্দ্ৰই কয় যে সকলো ধৰ্মতে বিবাহৰ এক সামাজিক মহত্ত্ব আছে ।,।,end_sym
16,0,কাৰণ সেইবোৰত নাথাকে তেওঁলোকৰ ভোট বেংকৰ অংক ।,কাৰণ,Abstract Noun;Noun
16,1,কাৰণ সেইবোৰত নাথাকে তেওঁলোকৰ ভোট বেংকৰ অংক ।,সেইবোৰত,Pronoun;loc;number;pl
16,2,কাৰণ সেইবোৰত নাথাকে তেওঁলোকৰ ভোট বেংকৰ অংক ।,নাথাকে,Verb;Verb-Intran.;negative;when_comp
16,3,কাৰণ সেইবোৰত নাথাকে তেওঁলোকৰ ভোট বেংকৰ অংক ।,তেওঁলোকৰ,Pronoun;abs;f;gen;number;p3;pl
16,4,কাৰণ সেইবোৰত নাথাকে তেওঁলোকৰ ভোট বেংকৰ অংক ।,ভোট,Common Noun;Noun
16,5,কাৰণ সেইবোৰত নাথাকে তেওঁলোকৰ ভোট বেংকৰ অংক ।,বেংকৰ,Abstract Noun;Noun;gen
16,6,কাৰণ সেইবোৰত নাথাকে তেওঁলোকৰ ভোট বেংকৰ অংক ।,অংক,Abstract Noun;Noun
16,7,কাৰণ সেইবোৰত নাথাকে তেওঁলোকৰ ভোট বেংকৰ অংক ।,।,end_sym
17,0,কোৱাৰ লগে লগে সি মোৰ বাহু এটাত ধৰি লৈছিল ।,কোৱাৰ,Verb;Verb-Trans.;adj_comp;gen
17,1,কোৱাৰ লগে লগে সি মোৰ বাহু এটাত ধৰি লৈছিল ।,লগে,Abstract Noun;Noun;emph
17,2,কোৱাৰ লগে লগে সি মোৰ বাহু এটাত ধৰি লৈছিল ।,লগে,Abstract Noun;Noun;emph
17,3,কোৱাৰ লগে লগে সি মোৰ বাহু এটাত ধৰি লৈছিল ।,সি,Pronoun;abs;n;p3
17,4,কোৱাৰ লগে লগে সি মোৰ বাহু এটাত ধৰি লৈছিল ।,মোৰ,Pronoun;a;gen;p1
17,5,কোৱাৰ লগে লগে সি মোৰ বাহু এটাত ধৰি লৈছিল ।,বাহু,Common Noun;Noun
17,6,কোৱাৰ লগে লগে সি মোৰ বাহু এটাত ধৰি লৈছিল ।,এটাত,loc;number;numerical;sg
17,7,কোৱাৰ লগে লগে সি মোৰ বাহু এটাত ধৰি লৈছিল ।,ধৰি,Verb;Verb-Intran.;after_comp
17,8,কোৱাৰ লগে লগে সি মোৰ বাহু এটাত ধৰি লৈছিল ।,লৈছিল,Verb;Verb-Trans.;a;p3;past
17,9,কোৱাৰ লগে লগে সি মোৰ বাহু এটাত ধৰি লৈছিল ।,।,end_sym
18,0,ইয়াৰ পিছৰখিনি কেৱল মাত্ৰ ইতিহাস ।,ইয়াৰ,Pronoun;gen;n;p3
18,1,ইয়াৰ পিছৰখিনি কেৱল মাত্ৰ ইতিহাস ।,পিছৰখিনি,Adjective;Proper Adj.;number;pl
18,2,ইয়াৰ পিছৰখিনি কেৱল মাত্ৰ ইতিহাস ।,কেৱল,Conjuction;Conjunction
18,3,ইয়াৰ পিছৰখিনি কেৱল মাত্ৰ ইতিহাস ।,মাত্ৰ,Conjuction;Conjunction
18,4,ইয়াৰ পিছৰখিনি কেৱল মাত্ৰ ইতিহাস ।,ইতিহাস,Abstract Noun;Noun
18,5,ইয়াৰ পিছৰখিনি কেৱল মাত্ৰ ইতিহাস ।,।,end_sym
19,0,তেওঁ এই বিৰল ৰোগৰ সৈতে যুঁজি আছে ।,তেওঁ,Pronoun;abs;f;p3
19,1,তেওঁ এই বিৰল ৰোগৰ সৈতে যুঁজি আছে ।,এই,Pronoun;abs;n;p3
19,2,তেওঁ এই বিৰল ৰোগৰ সৈতে যুঁজি আছে ।,বিৰল,Adjective;Proper Adj.
19,3,তেওঁ এই বিৰল ৰোগৰ সৈতে যুঁজি আছে ।,ৰোগৰ,Abstract Noun;Noun;gen
19,4,তেওঁ এই বিৰল ৰোগৰ সৈতে যুঁজি আছে ।,সৈতে,Conjuction;Conjunction
19,5,তেওঁ এই বিৰল ৰোগৰ সৈতে যুঁজি আছে ।,যুঁজি,Verb;Verb-Trans.;after_comp
19,6,তেওঁ এই বিৰল ৰোগৰ সৈতে যুঁজি আছে ।,আছে,Verb;Verb-Intran.;n;p3;present
19,7,তেওঁ এই বিৰল ৰোগৰ সৈতে যুঁজি আছে ।,।,end_sym
20,0,এৰী ভাৰতৰ জনপ্ৰিয় সৰ্বাধিক উৎপাদনকাৰী বন্য ৰেচম ।,এৰী,Common Noun;Noun
20,1,এৰী ভাৰতৰ জনপ্ৰিয় সৰ্বাধিক উৎপাদনকাৰী বন্য ৰেচম ।,ভাৰতৰ,Noun;Proper Noun;gen
20,2,এৰী ভাৰতৰ জনপ্ৰিয় সৰ্বাধিক উৎপাদনকাৰী বন্য ৰেচম ।,জনপ্ৰিয়,Adjective;Proper Adj.
20,3,এৰী ভাৰতৰ জনপ্ৰিয় সৰ্বাধিক উৎপাদনকাৰী বন্য ৰেচম ।,সৰ্বাধিক,Adjective;Proper Adj.
20,4,এৰী ভাৰতৰ জনপ্ৰিয় সৰ্বাধিক উৎপাদনকাৰী বন্য ৰেচম ।,উৎপাদনকাৰী,Noun;Noun
20,5,এৰী ভাৰতৰ জনপ্ৰিয় সৰ্বাধিক উৎপাদনকাৰী বন্য ৰেচম ।,বন্য,Adjective;Proper Adj.
20,6,এৰী ভাৰতৰ জনপ্ৰিয় সৰ্বাধিক উৎপাদনকাৰী বন্য ৰেচম ।,ৰেচম,Material Noun;Noun
20,7,এৰী ভাৰতৰ জনপ্ৰিয় সৰ্বাধিক উৎপাদনকাৰী বন্য ৰেচম ।,।,end_sym
21,0,"তথাপিও , ইমান কষ্ট কৰিও লেখকে হাতত কলম তুলি লয় ।",তথাপিও,Adposition
21,1,"তথাপিও , ইমান কষ্ট কৰিও লেখকে হাতত কলম তুলি লয় ।",",",pause_sym
21,2,"তথাপিও , ইমান কষ্ট কৰিও লেখকে হাতত কলম তুলি লয় ।",ইমান,Adjective;Proper Adj.
21,3,"তথাপিও , ইমান কষ্ট কৰিও লেখকে হাতত কলম তুলি লয় ।",কষ্ট,Abstract Noun;Noun
